"","Carrier_Company_Name","Uniquely_Identified_Carrier","Source_Port","Destination_Port","Distance (Nautical_Miles)","Ship_Length (ft)","Ship_Beam (ft)","Ship_Draft (ft)","Storage_Capacity (#Conatiners)","Is_Shared"
"196","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","20334.6950215381","1197.96814345056","132.067920724795","45.8096295813604","18119","0"
"197","Maersk","MAE-U123453","Bremerhaven","Qingdao","21639.6712670568","1029.80121750617","131.36305704341","45.0996008295482","15252","0"
"198","Pacific International Lines","PAC-U123453","Hong Kong","Los Angeles","18324.9756673817","1100.00791071681","136.843741548908","43.3449823370515","16312","0"
"199","COSCO","COS-U123453","Shanghai","Rotterdam","25574.3171643186","1096.98815731099","125.350483463536","44.628345248424","15342","0"
"200","Wan Hai Lines","WAN-U123453","Long Beach","Antwerp","23504.2894257512","1122.06315667019","132.023213530838","44.4189677471851","7311","0"
"201","CMA CGM","CMA-U123453","Tokyo","Busan","17650.2901003975","1131.41967516509","131.808518459168","43.8883308817289","16363","0"
"202","CMA CGM","CMA-U123453","Tokyo","Busan","21366.4325831551","1168.9569090947","135.41517252761","45.3317522299965","17939","0"
"203","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","22870.8456716314","1061.52714788564","139.693198918712","45.1692246429631","16745","0"
"204","CMA CGM","CMA-U123453","Tokyo","Busan","25075.0779377483","1036.25586649636","131.444955316755","45.0361756318859","15336","0"
"205","Maersk","MAE-U123453","Bremerhaven","Qingdao","16772.2952622548","1173.73169131926","140.534388883727","43.1036599547165","17775","0"
"206","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","22960.7808552124","1075.81692888751","124.267603169533","42.6737888746281","14263","0"
"207","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","24048.2318726834","1143.20606187917","135.975060855563","43.7567125667967","17005","0"
"208","Maersk","MAE-U123453","Bremerhaven","Qingdao","26863.7773035932","965.046782755526","135.009831437409","43.2238678073407","14079","0"
"209","CMA CGM","CMA-U123453","Tokyo","Busan","18127.9716069438","1157.49034701264","126.334860984988","44.5200632845856","16276","0"
"210","Wan Hai Lines","WAN-U123453","Long Beach","Antwerp","25516.0100565199","1133.51209717453","133.390999066591","44.9987135145775","7560","0"
"211","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","23474.5031871926","1092.74686531513","137.313258722659","43.9684573427434","16494","0"
"212","Maersk","MAE-U123453","Bremerhaven","Qingdao","22966.9896781538","1194.70382644562","133.677635472165","42.7246903520721","17058","0"
"213","Wan Hai Lines","WAN-U123453","Long Beach","Antwerp","23858.7921714876","1072.20880962675","138.710799756276","45.729471541203","17003","0"
"214","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","19912.1750071831","1168.42219330021","129.487780986304","45.6385837553138","17262","0"
"215","Pacific International Lines","PAC-U123453","Hong Kong","Los Angeles","15578.004787825","1043.01230675424","127.311918295362","45.0672292938917","14961","0"
"216","COSCO","COS-U123453","Shanghai","Rotterdam","24084.4555657636","1166.94804463885","138.256207956116","42.9585659060568","17327","0"
"217","Evergreen Marine Corporation","EVE-U123453","Shenzhen","Dalian","25075.0073487125","1131.66130630299","121.293709484836","44.0010861439761","15099","0"
"218","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","21322.0933222957","1187.73400713457","128.832889653392","44.4498901765996","17004","0"
"219","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","25339.5233687013","980.246671847999","138.171608562191","44.0267753817733","14908","0"
"220","COSCO","COS-U123453","Shanghai","Rotterdam","16469.6174154617","1182.59947968414","131.696721641828","46.5172969913518","8050","0"
"221","CMA CGM","CMA-U123453","Tokyo","Busan","16190.9151789173","1153.32931225887","141.062567773276","44.0835390059818","17930","0"
"222","Maersk","MAE-U123453","Bremerhaven","Qingdao","23161.2965957075","967.411145716906","131.470494080063","42.864954380838","13630","0"
"223","COSCO","COS-U123453","Shanghai","Rotterdam","25341.8166355323","1190.02262839","145.933454529706","44.878527908084","19484","0"
"224","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","24155.3480486199","1132.27524330723","144.368370360948","45.0267747743532","18401","0"
"225","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","18816.7551348265","1005.1604888693","141.117967691325","44.1474649550764","15655","0"
"226","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","17725.3237781022","1131.41628851299","129.75098321415","45.2006033897337","16589","0"
"227","CMA CGM","CMA-U123453","Tokyo","Busan","19467.9759990703","979.221356523922","137.706856085116","45.0489932953475","15187","0"
"228","Mediterranean Shipping Company","MED-U123453","Ningbo-Zhoushan","Guangzhou","24549.0632028691","1101.92182591418","129.733602899874","44.0598170627903","15747","0"
"229","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","24769.3178007938","1029.99358165427","131.419140485383","44.0167962355568","14895","0"
"230","Pacific International Lines","PAC-U123453","Hong Kong","Los Angeles","19613.1345425919","1033.16070339642","142.595020142593","45.7266064488259","7485","0"
"231","COSCO","COS-U123453","Shanghai","Rotterdam","21305.2600058354","1006.34807525435","128.494498558025","44.3100592138056","14324","0"
"232","Maersk","MAE-U123453","Bremerhaven","Qingdao","20415.390451625","974.502498761285","134.1221193566","43.8749159505699","14336","0"
"233","COSCO","COS-U123453","Shanghai","Rotterdam","25107.6501944382","981.768350783968","129.692238557488","45.4456414043114","14466","0"
"234","Evergreen Marine Corporation","EVE-U123453","Shenzhen","Dalian","17584.1461436357","1020.44045404182","130.090025391443","44.6499001739327","14818","0"
"235","COSCO","COS-U123453","Shanghai","Rotterdam","24158.5517231561","1193.49782292382","128.25441467252","45.9823938008782","17596","0"
"236","Evergreen Marine Corporation","EVE-U123453","Shenzhen","Dalian","18274.5956446789","1046.7297984194","133.173877056547","44.2664596846068","15427","0"
"237","Evergreen Marine Corporation","EVE-U123453","Shenzhen","Dalian","25636.8706092238","1075.02977247466","146.033085316145","43.623184327413","17121","0"
"238","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","21220.832744753","1077.98383858521","130.552047395514","43.61476121644","15345","0"
"239","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","24850.6255962979","1048.14410763676","126.636481571275","44.5003313235189","14767","0"
"240","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","23737.0250392612","1014.46160280611","137.637826631847","44.0290745540169","6831","0"
"241","COSCO","COS-U123453","Shanghai","Rotterdam","18743.7246256974","1147.04926587758","122.560079100972","43.8993738668306","15429","0"
"242","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","21513.9902189746","1159.22586849425","126.749176897252","43.4882229153921","15974","0"
"243","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","21894.9890212063","1108.19847147213","137.406914313668","44.6549029876166","16999","0"
"244","Maersk","MAE-U123453","Bremerhaven","Qingdao","15642.0132298674","1116.00758859422","125.637974159085","43.358141264827","15198","0"
"245","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","20789.5968238916","1165.56022168254","139.194054055607","45.5527627253016","18476","0"
"246","CMA CGM","CMA-U123453","Tokyo","Busan","23427.6804065611","1138.71346619213","127.513929923576","42.5412970099519","15443","0"
"247","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","16377.2506415192","1187.69754060195","135.913353261741","46.2898853794396","18681","0"
"248","Maersk","MAE-U123453","Bremerhaven","Qingdao","25642.0060556196","1077.97246220056","128.7486949547","45.0137005139417","15618","0"
"249","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","23714.9485340808","1151.01543813245","118.478538780959","43.498513727617","14830","0"
"250","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","23719.9472003896","989.652970397146","131.338306726674","44.7397081518219","6461","0"
"251","Wan Hai Lines","WAN-U123453","Long Beach","Antwerp","17140.1480100118","1116.0894007876","128.640091658966","44.8996907024167","16116","0"
"252","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","25396.3388599176","1000.48151148483","140.551058441518","43.5629194090488","15314","0"
"253","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","22106.9250663836","1142.08633306785","128.503819472104","43.7488255236861","16052","0"
"254","Evergreen Marine Corporation","EVE-U123453","Shenzhen","Dalian","17586.4239981584","1170.29391437769","137.10956195586","45.8414231429935","18389","0"
"255","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","16710.4410554096","973.652224314865","134.64934079333","45.8546475118683","15029","0"
"256","Maersk","MAE-U123453","Bremerhaven","Qingdao","24704.3060927186","996.055922057712","131.432079366486","44.2324286170723","14477","0"
"257","CMA CGM","CMA-U123453","Tokyo","Busan","19252.2753648274","1023.25995413354","127.707492807463","44.7106286487599","14607","0"
"258","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","20235.9467249271","1079.25947486074","127.778924273774","44.101616681017","15205","0"
"259","COSCO","COS-U123453","Shanghai","Rotterdam","16350.958637679","1002.5327994267","125.732409463486","42.2124725942593","13302","0"
"260","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","24880.2639325708","1017.55275714211","130.630592955821","44.4001782084638","6558","0"
"261","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","25971.5180643462","996.997295946348","122.640173203182","43.0219210950211","13151","0"
"262","COSCO","COS-U123453","Shanghai","Rotterdam","18530.6988290884","983.973005051957","124.56635712204","45.3791311897424","13905","0"
"263","CMA CGM","CMA-U123453","Tokyo","Busan","23752.8927104361","1171.5712725406","134.963927394253","44.9696146522861","17776","0"
"264","Wan Hai Lines","WAN-U123453","Long Beach","Antwerp","19918.3440795355","972.846678177593","130.806367885744","44.6135075391106","14193","0"
"265","Wan Hai Lines","WAN-U123453","Long Beach","Antwerp","15272.3206142988","980.649015046656","147.620475502178","45.6608158821366","16525","0"
"266","Maersk","MAE-U123453","Bremerhaven","Qingdao","19638.1276528537","992.8444214724","128.234488315626","42.9359762911998","13666","0"
"267","Mediterranean Shipping Company","MED-U123453","Ningbo-Zhoushan","Guangzhou","17942.3497463856","1188.82690558094","142.96422091092","43.3643877493833","18425","0"
"268","Wan Hai Lines","WAN-U123453","Long Beach","Antwerp","20546.1848455388","1168.28588339849","124.775973027933","44.4096491891419","16184","0"
"269","Evergreen Marine Corporation","EVE-U123453","Shenzhen","Dalian","18834.1297795717","980.443700302858","140.056458675233","43.5675655155633","14956","0"
"270","Maersk","MAE-U123453","Bremerhaven","Qingdao","25432.7598869707","1198.59425945673","131.339287513506","43.5043564236448","7610","0"
"271","Mediterranean Shipping Company","MED-U123453","Ningbo-Zhoushan","Guangzhou","16933.9058446325","1030.49260869273","128.720175728547","46.1239723582371","15295","0"
"272","Maersk","MAE-U123453","Bremerhaven","Qingdao","26825.0320772175","972.403980985982","131.203359239791","44.5719405849282","14217","0"
"273","COSCO","COS-U123453","Shanghai","Rotterdam","23195.0260395929","1024.40603728755","128.775916958697","45.9528115700727","15155","0"
"274","Maersk","MAE-U123453","Bremerhaven","Qingdao","17704.4276200701","1085.93774072011","132.468674394584","45.3960415047323","16326","0"
"275","COSCO","COS-U123453","Shanghai","Rotterdam","24100.3730918281","1109.79240254266","135.957557005604","43.3313358579882","16345","0"
"276","CMA CGM","CMA-U123453","Tokyo","Busan","26772.3174189683","1088.005729547","116.175570302904","44.4778624234657","14055","0"
"277","CMA CGM","CMA-U123453","Tokyo","Busan","23882.7868590318","997.270104243653","127.24895552522","44.1958938693377","14021","0"
"278","Maersk","MAE-U123453","Bremerhaven","Qingdao","23666.0298316553","1114.30371175869","141.960803891891","45.0962572465561","17834","0"
"279","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","24862.2669564094","1158.40762131731","136.44250230219","45.6732463851608","18047","0"
"280","Wan Hai Lines","WAN-U123453","Long Beach","Antwerp","15308.6488134507","1171.80788749829","139.301341244559","45.9234882912347","8329","0"
"281","Mediterranean Shipping Company","MED-U123453","Ningbo-Zhoushan","Guangzhou","15557.5822816696","1053.53277111077","130.153912754759","45.965492833903","15757","0"
"282","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","26827.9119522125","969.9563721288","136.148499606525","44.3641225925509","14647","0"
"283","Pacific International Lines","PAC-U123453","Hong Kong","Los Angeles","16355.1024713181","1050.21532750572","126.552287437764","44.0001710582006","14620","0"
"284","COSCO","COS-U123453","Shanghai","Rotterdam","26035.3776664194","1016.35375913582","134.329968898725","41.4805720597837","14158","0"
"285","Mediterranean Shipping Company","MED-U123453","Ningbo-Zhoushan","Guangzhou","15294.7240086738","1109.339585501","122.659955510774","45.512409469303","15482","0"
"286","Maersk","MAE-U123453","Bremerhaven","Qingdao","26541.5286521707","1111.99810241815","130.673892234534","45.4901064348879","16525","0"
"287","COSCO","COS-U123453","Shanghai","Rotterdam","26040.3327760845","1180.98069970496","134.6739667646","43.8671770986111","17442","0"
"288","Maersk","MAE-U123453","Bremerhaven","Qingdao","21599.1600839049","1138.11003565555","149.055180005714","46.2744748561377","19625","0"
"289","Maersk","MAE-U123453","Bremerhaven","Qingdao","22665.3252265882","1059.6436796186","132.224280257081","46.1293382180873","16158","0"
"290","CMA CGM","CMA-U123453","Tokyo","Busan","25412.2978266142","980.319490284892","130.458292314308","44.2516635948142","6288","0"
"291","CMA CGM","CMA-U123453","Tokyo","Busan","25178.3194560651","1090.25076281279","132.683743569034","44.0514508434594","15931","0"
"292","Maersk","MAE-U123453","Bremerhaven","Qingdao","26501.980649773","1105.6763573084","132.668244725693","45.5481701755512","16703","0"
"293","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","23341.7710385006","1102.57524436805","138.371926913056","45.9279403884072","17518","0"
"294","COSCO","COS-U123453","Shanghai","Rotterdam","26806.2527687475","1119.23853605636","138.396132756287","43.9406233929464","17016","0"
"295","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","21422.5073348265","1193.4621428675","129.882158315958","45.4259287321514","17604","0"
"296","Evergreen Marine Corporation","EVE-U123453","Shenzhen","Dalian","20330.6296767108","1117.56289510988","129.006312176922","43.3841336058406","15637","0"
"297","Maersk","MAE-U123453","Bremerhaven","Qingdao","25805.0538910646","1039.45367985521","131.877322446566","44.1358912856982","15125","0"
