,Area(Sq.Mt.),Soil_type,Distance_from_city,Budget,Passenger_traffic
558,26165.11,Clay,79.33,34014638.11,107018511
559,39734.59,Clay,61.65,51654961.18,102196176
560,48924.64,Loam,5.87,63602026.33,121948329
561,24714.88,Silt,62.4,32129350.23,119202533
562,12902.58,Loam,91.63,16773352.98,89262257
563,24252.87,Silt,34.7,31528728.71,123692636
564,10113.55,Sand,65.51,13147613.11,150846171
565,2927.47,Clay,29.82,3805711.347,104628119
566,59359.31,Silt,78.77,77167104.5,131272926
567,45542.11,Clay,19.43,59204739.4,82713716
568,29098.46,Sand,60.03,37827998.92,156098877
569,1677.18,Silt,80.62,2180330.075,104186692
570,54600.57,Sand,23.81,70980737.04,130199103
571,39292.46,Sand,96.32,51080204.13,96398794
572,54145.74,Clay,21.85,70389467.13,155112833
573,42910.24,Sand,35.94,55783307.45,149669542
574,37808.56,Sand,12.58,49151128.55,130272804
575,7274.27,Clay,36.13,9456554.368,155050529
576,10471.35,Sand,18.01,13612758.95,104646194
577,7428.31,Clay,95.49,9656801.415,98705941
578,15025.13,Silt,91.28,19532670.45,90571489
579,11229.12,Clay,50.64,14597851.69,108450967
580,14241.39,Sand,17.85,18513810.97,80560204
581,33863.61,Clay,65.79,44022694.41,120156243
582,5457.92,Loam,59.64,7095290.683,134066774
583,50631.2,Loam,58.41,65820563.05,148574554
584,44428.08,Loam,26.89,57756509.53,152466578
585,36509.31,Clay,75.97,47462101.73,87677725
586,16093.22,Loam,81,20921185.63,157697136
587,44011.27,Clay,93.51,57214647.23,103591192
588,46888.37,Sand,47.78,60954885.63,123147408
589,31090.41,Sand,73.23,40417527.07,74125682
590,58789.84,Loam,9.96,76426786.44,107125715
591,20918.31,Loam,86.59,27193801.68,149176228
592,35330.08,Silt,65.8,45929098.93,153608182
593,37066.5,Clay,41.12,48186451.93,144219773
594,46206.93,Loam,66.27,60069014.16,108494485
595,8280.08,Clay,5.77,10764101.74,95980788
596,9841.78,Clay,12.81,12794312.96,147232002
597,50071.75,Clay,76.87,65093274.63,90777654
598,17786.32,Silt,91.66,23122222.33,87070683
599,43838.69,Clay,51.51,56990299.25,113697653
600,13565.59,Sand,62.16,17635262.61,114045016
601,34233.19,Sand,47.32,44503148.51,72945249
602,26692.55,Clay,75.92,34700310.42,136125706
603,22415.63,Silt,31.19,29140324.01,113235310
604,35101.89,Loam,56.22,45632463.13,106429987
605,28984.16,Silt,15.04,37679411.5,81072609
606,37765.74,Loam,68.78,49095460.16,157321985
607,24202.69,Loam,91.67,31463491.76,99724548
608,54499.01,Clay,85.33,70848711.04,131523982
609,15210.2,Loam,28.47,19773261.76,128237724
610,12529.47,Loam,65.52,16288315.74,126240302
611,9681.53,Sand,74.39,12585983.23,82501915
612,21608.57,Silt,85.18,28091138.97,121602468
613,52622.11,Clay,54.14,68408749.07,115177777
614,38148.69,Loam,6.86,49593295.32,109171107
615,19382.58,Clay,16.86,25197351.09,106202316
616,25841.25,Sand,79.01,33593623.17,96754913
617,10032.08,Loam,86.86,13041709.87,132883088
618,50999.85,Clay,26.11,66299799.41,150967044
619,47497.8,Clay,63.15,61747145.75,155317505
620,46464.58,Clay,59.02,60403957.72,127887311
621,20236.51,Clay,87.13,26307462.76,155010380
622,39584.29,Sand,96.81,51459580.72,158061427
623,39235.71,Sand,32.65,51006424.52,148149669
624,16157.6,Sand,85.8,21004884.62,149711830
625,49451.73,Clay,87.99,64287245.4,93431317
626,38941.87,Clay,92.96,50624435.61,141256659
627,1543.69,Clay,36.38,2006793.607,150080404
628,49452.95,Clay,43.31,64288835.26,101230910
629,6112.3,Sand,23.35,7945986.654,75433366
630,16477.48,Clay,93.18,21420730.35,88712653
631,30022.76,Sand,75.52,39029594.43,111871124
632,43849.43,Sand,22.16,57004255.07,135368794
633,23281.11,Clay,24.07,30265440.06,110149518
634,57957.68,Silt,97.11,75344987.21,142412022
635,23460.64,Loam,70.74,30498831.53,76174304
636,8266.63,Sand,71.93,10746616.04,92065338
637,55668.12,Silt,45.47,72368558.73,129369503
638,13837.05,Silt,13.8,17988162.53,106857332
639,57327.87,Silt,24.99,74526235.12,117305419
640,35785.72,Silt,98.5,46521435.66,145655068
641,47995.5,Silt,18.33,62394151.73,138861358
642,33446.39,Clay,23.41,43480313.15,149026805
643,58845.64,Sand,14.08,76499328.79,121110147
644,35172.26,Silt,35.5,45723943.98,116299529
645,53859.4,Loam,87.07,70017213.94,120714703
646,14226.86,Clay,22.39,18494912.77,97383680
647,37921.18,Clay,8.73,49297531.25,120563709
648,27756.92,Silt,13.98,36083998.21,96040741
649,47861.56,Clay,50.48,62220023.48,115447649
650,5555.47,Sand,14.05,7222110.849,131921062
651,37223.26,Loam,65.77,48390242.48,147758297
652,41363.08,Loam,96.31,53772002.67,123009280
653,36922.46,Silt,54.32,47999196.32,142843489
654,57624.82,Silt,42.79,74912263.59,100648497
655,10755.63,Sand,91.93,13982323.11,97397539
656,55493.13,Loam,26.57,72141069.26,137805234
657,5100.79,Sand,77.33,6631030.222,101349825
658,53711.58,Clay,48.16,69825057.69,78077721
659,28765.92,Silt,40.86,37395694.51,90597292
660,30190.98,Loam,41.02,39248271.05,126013296
661,17409.84,Silt,27.4,22632786.47,139623450
662,19993.65,Loam,79.71,25991742.73,109317464
663,24129.26,Sand,63.04,31368040.28,105645880
664,3791.76,Silt,95.25,4929292.361,150312113
665,27216.26,Silt,66.92,35381135.3,150585998
666,45419.1,Clay,42.2,59044826.19,125081796
667,13458.65,Clay,12.16,17496241.6,149065400
668,18662.66,Loam,41.62,24261463.55,139022648
669,32908.96,Silt,95.67,42781653.7,87730087
670,41975.14,Loam,34.98,54567684.18,139792527
671,35057.39,Silt,15.9,45574610.36,80471774
672,18133.35,Sand,61.01,23573356.42,96999307
673,54985.29,Silt,70.73,71480880.63,81768742
674,31309.52,Clay,35.59,40702380.06,127097904
675,54247.7,Silt,28.46,70522004.77,155579390
676,15482.25,Sand,44.38,20126931.4,91350431
677,26091.11,Clay,35.8,33918447,133030376
678,4680.3,Clay,75.79,6084390.636,107614836
679,46692.62,Silt,73.37,60700399.75,108018723
680,36534.04,Sand,43.12,47494253.45,145116424
681,55875.66,Clay,54.88,72638351.76,80929622
682,15751.89,Sand,99.85,20477450.77,78194217
683,36002.97,Clay,85.8,46803855.23,118674861
684,15821.19,Silt,46.7,20567544.66,142089130
685,47471.71,Loam,81.47,61713224.3,149354504
686,34617.94,Silt,16.36,45003325.31,93696044
687,19272.46,Sand,57.63,25054193.55,114989754
688,18644.51,Silt,47.08,24237862.06,79948845
689,29232.42,Clay,30.11,38002145.93,153156277
690,56842.92,Silt,57.92,73895793.6,124259074
691,57502.05,Silt,26.08,74752670.49,128315789
692,47091.21,Clay,83.08,61218575.02,125801506
693,37906.49,Silt,94.66,49278440.99,103154665
694,2905.09,Loam,31.81,3776620.103,126644778
695,46541.37,Silt,24,60503785.29,152541943
696,8608.75,Loam,32,11191375.17,77625947
697,10333.8,Silt,92,13433936.14,130274946
698,45308.88,Sand,96.14,58901541.13,155665128
699,4895.37,Loam,79.24,6363985.932,108747389
700,19772.81,Clay,75.09,25704652.15,144336884
701,52704.09,Loam,20.03,68515323.05,151340152
702,24211.61,Silt,50.52,31475097.53,97986496
703,54077.9,Loam,22.28,70301270.53,135597160
704,29083.66,Loam,62.2,37808755.41,81474212
705,53910.72,Clay,65.78,70083939.93,120953373
706,15821.62,Clay,17.11,20568109,92741323
707,32890.66,Clay,41.55,42757862.43,119111504
708,6848.94,Loam,80.55,8903627.59,154361233
709,51362.92,Loam,14.35,66771791.8,139932497
710,48144.44,Loam,48.73,62587776.98,94090916
711,20360.08,Clay,86.71,26468103.26,79658285
712,17746.37,Clay,54.41,23070278.33,93725395
713,32677.24,Loam,52.94,42480410.33,84226530
714,14736.56,Sand,7.33,19157526.8,104816358
715,29242.96,Sand,61.62,38015849.28,153319129
716,53343.65,Silt,64.26,69346747.88,110245802
717,13899.02,Silt,98.04,18068728.11,144778675
718,48051.54,Sand,88.13,62466999.25,124495666
719,45221.16,Silt,34.31,58787509.26,136089370
720,26184.95,Silt,39.6,34040438.69,142548968
721,38346.89,Loam,72.41,49850953.55,143469162
722,40328.61,Sand,64.5,52427196.23,74481776
723,27434.74,Sand,70.2,35665158.49,72041100
724,19851.64,Loam,42.39,25807138.48,132258308
725,53361.29,Silt,24.11,69369679.68,118525350
726,13859.5,Loam,33.84,18017344.85,139883843
727,18461.65,Sand,72.85,24000147.68,104266253
728,58302.95,Silt,93.58,75793839.9,84193032
729,8884.51,Sand,52.33,11549863.94,105484354
730,35594.26,Sand,15.19,46272539.25,111834699
731,15615.23,Silt,86.94,20299803.86,72858932
732,23598.06,Sand,43.05,30677482.25,153729510
733,23933.86,Clay,29.45,31114014.14,79624336
734,35340.69,Sand,27.59,45942902.54,110010088
735,16687.55,Clay,48.84,21693809.38,86603558
736,9476.91,Silt,85.44,12319979.41,77980046
737,54249.7,Sand,35.94,70524616.06,157697969
738,32856.07,Silt,24.36,42712884.76,119019773
739,8777.53,Sand,80.23,11410785.28,80486870
740,60347.23,Sand,50.78,78451401.44,100769412
741,39201.64,Silt,42.95,50962134.59,158162815
742,46151.92,Silt,26.79,59997491.26,124851033
743,56061.77,Loam,59.1,72880302.92,92920832
744,53445.19,Loam,45.62,69478749.33,141494908
745,29272.37,Loam,24.31,38054075.6,155370372
746,54113.12,Sand,78.76,70347050.14,96781760
747,39758.87,Loam,98.43,51686526.77,90162028
748,34932.42,Silt,48.53,45412147.69,111289873
749,31971.57,Clay,52.64,41563046.53,129405030
750,40043.54,Silt,8.08,52056607.13,78377567
751,51266.29,Loam,72.42,66646174.05,153703731
752,9691.14,Sand,73.78,12598475.67,114245546
753,18594.38,Sand,29.51,24172694.98,73380030
754,45086.08,Silt,76.58,58611901.73,84287037
755,46011.71,Silt,96.57,59815216.96,137802777
756,52815.04,Silt,33.39,68659558.27,110169415
757,9099.64,Sand,30.13,11829537.46,91109861
758,58409.84,Silt,15.95,75932798.35,145015619
759,5102.21,Silt,61.32,6632875.173,136589098
760,3068.08,Silt,69.36,3988505.802,132456489
761,31144.65,Silt,70.71,40488040.8,121349605
762,22327.55,Clay,56.65,29025817.64,98510704
763,19298.39,Sand,13.09,25087902.5,116583571
764,33042.64,Clay,90.25,42955428.65,140849193
765,20804.93,Clay,72.93,27046407.74,74833460
766,1291.23,Loam,44.42,1678600.68,116846950
767,14307.77,Clay,66.03,18600097.13,101876018
768,31983.41,Silt,57.65,41578431.05,107707091
769,23182.99,Silt,71.76,30137885.47,113636990
770,32378.78,Loam,75.59,42092419.12,92348055
771,12997.29,Loam,94.06,16896475.43,81659736
772,58817.05,Clay,52.12,76462164.74,122809156
773,6778.69,Clay,65.86,8812301.435,137221051
774,32329.4,Clay,43.96,42028221.47,115928697
775,36855.06,Sand,56.17,47911576.93,132295902
776,12976.22,Loam,7.06,16869090.72,131282561
777,15232,Loam,22.16,19801596.66,95893096
778,41151.15,Clay,13.02,53496497.54,74514660
779,16352.9,Clay,62.23,21258767.92,141652692
780,55259.67,Silt,90.71,71837568.48,107143633
781,2861.07,Clay,41.51,3719384.848,126252041
782,58140.99,Loam,51.2,75583283.74,157576668
783,23174.86,Silt,51.16,30127313.19,77602550
784,47981.1,Sand,89.29,62375426.93,97304671
785,11377.01,Loam,57.79,14790107.71,122767906
786,45684.72,Loam,81.21,59390135.82,122675258
787,10617.46,Silt,98.85,13802694.53,97656482
788,57038.43,Loam,8.31,74149954.49,107398387
789,51847.51,Clay,58.72,67401765.12,124113041
790,46252.44,Silt,14.22,60128165.71,94341949
791,41800.72,Silt,66.58,54340941.09,74178257
792,18373.78,Clay,35.9,23885909.02,142272540
793,26454.19,Sand,59.71,34390446.56,155637083
794,33136.57,Sand,60.87,43077542.68,125329207
795,26622.69,Clay,10.01,34609496.87,97288128
796,39598.91,Loam,10.99,51478580.11,95309883
797,34304.84,Silt,14.4,44596295.13,145362923
798,33937.4,Sand,68.78,44118617.84,120263059
799,32185.45,Clay,44.09,41841082.23,89398348
800,8564.49,Clay,54.99,11133837.61,83806576
801,57816.82,Loam,61.11,75161870.24,106748958
802,5784.99,Clay,36.64,7520488.822,141926373
803,29885.83,Silt,35.23,38851577.56,116122541
804,14766.76,Sand,98.06,19196792.68,109236914
805,26011.84,Silt,46.52,33815386.49,153865702
806,4015.22,Silt,75.85,5219779.709,80550379
807,4657.46,Sand,14.71,6054696.842,102725279
808,31711.37,Loam,83.92,41224783.57,105125489
809,21083.02,Sand,94.42,27407924.62,114206469
810,35296.89,Loam,75.39,45885954.09,75435343
811,2445.71,Loam,31.79,3179418.232,156440932
812,20559.78,Silt,85.38,26727716.13,134238802
813,19688.05,Sand,61.88,25594466.35,139357261
814,17301.87,Silt,20.48,22492424.62,134603786
815,35308.57,Sand,73.97,45901136.33,153439274
816,1052.74,Loam,45.37,1368560.307,76007791
817,50182.56,Silt,21.14,65237330.09,115988280
818,33177.92,Loam,54.8,43131299.46,120305996
819,45378.82,Clay,57.61,58992469.47,97926037
820,13974.81,Loam,16.91,18167252.13,110423352
821,14617.71,Loam,92.89,19003027.12,132426415
822,54154.74,Sand,30.95,70401157.74,143789635
823,19410.44,Loam,67.53,25233566.71,127819935
824,29812.09,Clay,22.84,38755718.2,99500903
825,11060.45,Silt,57.2,14378589.59,82171400
826,5008.87,Loam,28.69,6511537.346,148045962
827,23233.1,Silt,67.18,30203025.61,142087188
828,42019.96,Loam,73.86,54625944.23,139743089
829,12985.48,Silt,15.11,16881124.31,73277515
830,51582.7,Loam,53.13,67057504.64,83741954
831,34207.93,Clay,73.45,44470306.82,113069704
832,11808.86,Loam,88.36,15351518.04,77433067
833,18313.95,Clay,57.93,23808136.85,136741621
834,20757.58,Sand,11.72,26984847.69,125896859
835,60360.94,Clay,91.68,78469224.11,157385280
836,57283.44,Silt,81.16,74468474.81,155515588
837,58149.08,Clay,87.01,75593808.09,104218210
838,23000.51,Loam,25.33,29900669.01,154682555
839,15040.52,Silt,49.17,19552679.79,123326833
840,56687.3,Clay,89.3,73693493.29,81838197
841,41695.87,Clay,87.52,54204634.1,92757899
842,8692.94,Loam,93.62,11300819.44,129882502
843,42757.79,Sand,24.86,55585122.72,84554445
844,33865.66,Loam,34.84,44025359.5,114792256
845,40307.67,Clay,54.72,52399977.23,109003212
846,59807.51,Sand,50.17,77749757.37,107466370
847,29561.04,Sand,86.91,38429354.74,120770540
848,14335.87,Loam,98.72,18636626.35,108888661
849,7354.17,Clay,72.57,9560416.876,106505178
850,39999.66,Silt,94.34,51999560.29,148590247
851,23419.05,Sand,85.31,30444764.33,89463294
852,56271.63,Sand,83.06,73153113.32,80681350
853,48905.78,Loam,81.31,63577509.92,155920807
854,17601.31,Clay,7.99,22881704.04,85310202
855,45566.89,Clay,99.75,59236955.93,82046186
856,8565.39,Loam,56.32,11135012.78,136909703
857,35517.81,Clay,91.57,46173155.02,125763017
858,6132.51,Clay,81.89,7972266.405,114542205
859,18135.05,Loam,76.23,23575570.12,135087315
860,38282.65,Silt,38.87,49767442.16,156055724
861,29920.12,Silt,62.63,38896150.34,79807078
862,52254.16,Clay,85.31,67930410.37,135481975
863,49417.79,Clay,30.49,64243124.23,112848873
864,22785.21,Clay,85.23,29620766.85,129065073
865,2081.18,Sand,38.54,2705527.877,134452289
866,38003.57,Sand,13.37,49404639.43,128201925
867,45147.16,Clay,71.1,58691305.84,106227390
868,53899.03,Silt,50.38,70068735.66,150977004
869,19698.67,Loam,10.88,25608274.79,138075318
870,3278.16,Silt,62.89,4261605.057,151747297
871,36156.27,Silt,29.39,47003153.95,99180824
872,31425.03,Clay,75.31,40852545.36,99081112
873,31662.93,Clay,74.51,41161803.62,72856272
874,35601.14,Silt,10.56,46281483.7,112980898
875,41617.88,Loam,82.54,54103242.77,93660943
876,2975.93,Sand,44.62,3868709.086,122848661
877,9554.11,Loam,77.88,12420347.06,142010189
878,50007.03,Loam,58.3,65009132.9,148825971
879,58906.52,Silt,28.23,76578480.39,108130968
880,9949.97,Clay,93.98,12934957.11,103850379
881,12430.12,Sand,98.77,16159153.7,98632690
882,25523.75,Silt,18.23,33180877.08,84680974
883,27003.6,Loam,35.55,35104681.58,128199305
884,38445.7,Clay,56.54,49979410.93,77341962
885,35930.46,Clay,39.23,46709595.01,81303072
886,9403.63,Sand,79.8,12224719.26,90111976
887,6274.19,Sand,71.53,8156446.992,155369388
888,48396.35,Silt,64.11,62915251.36,117293336
889,58525.29,Silt,23.38,76082878.88,107315564
890,19245.72,Sand,84.07,25019437.39,129652990
891,45814.66,Clay,18.83,59559053.82,75762732
892,30669.82,Silt,17.17,39870764.73,92999751
893,11119.56,Clay,56.35,14455429.77,75324429
894,12969.18,Sand,61.07,16859933.41,104838326
895,43593.98,Clay,49.1,56672176.98,94726415
896,24632.39,Loam,33.91,32022103.95,110643108
897,56189.02,Silt,30.75,73045725.97,151483599
898,57043.91,Silt,43.33,74157083.41,103920289
899,25576.38,Clay,49.52,33249288.97,118327544
900,11978.69,Loam,7.85,15572291.54,143795080
901,7568.22,Loam,8,9838684.221,139868204
902,23156.41,Clay,70.42,30103337.98,77399346
903,17825.74,Clay,16.58,23173457.25,139472298
904,22550.13,Loam,53.23,29315170.88,85809064
905,39763.37,Clay,73.75,51692387.27,135234703
906,4198.14,Silt,26.58,5457577.626,95088936
907,29555.8,Loam,79.82,38422543.78,85901228
908,4830.54,Loam,41.88,6279699.067,87950170
909,1217.24,Loam,31.5,1582409.916,114423110
910,49723.8,Silt,62.31,64640945.55,154079311
911,15644.9,Sand,88.7,20338363.81,78741408
912,15441.5,Sand,73.11,20073944.84,98986066
913,53625.5,Loam,24.65,69713153.76,145536708
914,1584.46,Clay,41.31,2059802.776,112572710
915,7951.3,Loam,43.3,10336695.3,149729172
916,11777.02,Sand,29.26,15310122.15,114909427
917,51608.66,Silt,8.08,67091258.9,101270607
918,15763.46,Sand,20.25,20492499.9,122757540
919,46928.09,Clay,31.87,61006515.23,104880475
920,53419.66,Sand,37.14,69445561.3,95515102
921,33465.85,Clay,71.1,43505602.28,95842356
922,54028.64,Clay,32.66,70237234.54,154304593
923,27706.67,Sand,8.8,36018665.01,120747335
924,23696.76,Clay,17.15,30805793.08,87113321
925,19367.5,Clay,63.58,25177756.03,101344763
926,21352.27,Silt,47.97,27757953.58,86196263
927,18696.58,Sand,91.09,24305550.14,87397635
928,32000.58,Sand,12.02,41600749.02,96711336
929,21258.1,Sand,58.39,27635529.12,100698834
930,2268.26,Sand,98.82,2948744.157,146534163
931,18550.62,Sand,57.3,24115799.52,127246729
932,43135.75,Silt,5.23,56076469.22,81669919
933,4617.08,Sand,79.92,6002208.82,105144826
934,14872.75,Silt,25,19334576.72,72636099
935,46402.83,Silt,12.41,60323683.73,122192758
936,34175.26,Sand,37.7,44427833.06,125028600
937,32553.5,Clay,61.03,42319548.7,104192725
938,54695.78,Sand,64.45,71104518.49,151331646
939,7145.83,Clay,68.15,9289585.1,91146996
940,20561.37,Sand,91.64,26729780.59,149741365
941,25086.17,Loam,71.41,32612015.24,154690784
942,49879.46,Clay,59.17,64843298.47,109271875
943,5073.76,Sand,35.3,6595882.024,157474771
944,18229.6,Sand,56.85,23698474.9,106926635
945,39987.12,Silt,29.73,51983251.35,106255393
946,46853.18,Silt,57.07,60909136,140375999
947,39157.12,Silt,38.73,50904250.4,154433024
948,34751.09,Clay,60.15,45176416.59,142283027
949,27718.24,Silt,48.3,36033714.15,124912658
950,35999.07,Clay,72.52,46798793.84,116216436
951,55648.63,Sand,61.09,72343222.32,152215950
952,6494.66,Loam,12.04,8443052.191,123885653
953,26786.32,Loam,8.42,34822217.28,98914153
954,38102.26,Sand,16.38,49532936.03,101740615
955,17220.46,Silt,21.91,22386598.39,116493497
956,53740.11,Clay,35.76,69862142.47,100009702
957,4972.25,Sand,57.3,6463926.434,97197005
958,54814.1,Loam,11.91,71258331.6,131441869
959,37294.42,Loam,40.64,48482743.49,71903004
960,49421.05,Silt,48.63,64247365.98,88582687
961,30732.05,Silt,81.03,39951665.5,117597831
962,14271.53,Sand,76.62,18552987.56,91847922
963,17142.35,Silt,29.71,22285054.7,133696450
964,25979.95,Loam,42.27,33773940.35,128883769
965,24821.54,Loam,87.91,32268000.06,76919674
966,39293.53,Loam,64.2,51081587.76,141512974
967,4538.1,Clay,66.92,5899526.533,157158042
968,6513.33,Silt,26.06,8467322.837,94938605
969,37061.5,Silt,39.21,48179949.76,136735430
970,20691.29,Silt,60.93,26898675.48,119716186
971,35681.28,Sand,36.06,46385659.06,110238695
972,38949.86,Sand,55.74,50634817.8,88560543
973,49834.03,Clay,65.16,64784236.86,71990905
974,40846.32,Sand,40.69,53100214.01,132804411
975,34863.39,Sand,74.1,45322401.98,125397782
976,52026.47,Loam,66.68,67634413.59,130218235
